customer_id,last_purchase,first_purchase,frequency,monetary,recency_days,tenure_days,avg_gap_days,expected_gap,overdue_ratio,R,F,M,rfm_score,avg_order_value,segment
C00237,2026-03-01,2024-04-04,25,114661.53,30,726,30.25,30.25,0.99,3,4,5,12,4586.46,"Big spender, low frequency - upsell events"
C00462,2026-02-28,2024-04-13,21,114628.54000000001,31,717,35.85,35.85,0.86,2,3,5,10,5458.5,"Big spender, low frequency - upsell events"
C00953,2026-01-04,2024-04-11,22,114562.6,86,719,34.23809523809524,34.23809523809524,2.51,1,3,5,9,5207.39,"High value, overdue - call them"
C00365,2026-03-12,2024-04-14,24,114515.71,19,716,31.130434782608695,31.130434782608695,0.61,3,4,5,12,4771.49,"Big spender, low frequency - upsell events"
C02273,2026-03-24,2024-06-12,21,114467.15,7,657,32.85,32.85,0.21,5,3,5,13,5450.82,"Big spender, low frequency - upsell events"
C01287,2026-01-22,2024-04-28,20,114389.47,68,702,36.94736842105263,36.94736842105263,1.84,1,2,5,8,5719.47,"Big spender, low frequency - upsell events"
C01665,2026-03-31,2024-04-10,33,114382.23,0,720,22.5,22.5,0.0,5,5,5,15,3466.13,Champions - protect
C01429,2026-03-22,2024-08-17,29,114166.27,9,591,21.107142857142858,21.107142857142858,0.43,4,5,5,14,3936.77,Champions - protect
C01158,2026-01-06,2024-06-28,22,114081.0,84,641,30.523809523809526,30.523809523809526,2.75,1,3,5,9,5185.5,"High value, overdue - call them"
C00982,2026-02-15,2024-04-29,23,114045.77,44,701,31.863636363636363,31.863636363636363,1.38,2,4,5,11,4958.51,Loyal but slipping - reactivate
C01023,2026-03-03,2024-05-06,22,114039.09000000001,28,694,33.04761904761905,33.04761904761905,0.85,3,3,5,11,5183.6,"Big spender, low frequency - upsell events"
C01321,2026-02-12,2024-04-04,21,114006.74,47,726,36.3,36.3,1.29,2,3,5,10,5428.89,"Big spender, low frequency - upsell events"
C02376,2026-03-07,2024-07-06,19,113835.01,24,633,35.166666666666664,35.166666666666664,0.68,3,2,5,10,5991.32,"Big spender, low frequency - upsell events"
C00649,2026-01-31,2024-04-06,25,113577.86,59,724,30.166666666666668,30.166666666666668,1.96,1,4,5,10,4543.11,Loyal but slipping - reactivate
C02194,2026-02-11,2024-04-12,28,113576.74,48,718,26.59259259259259,26.59259259259259,1.81,2,5,5,12,4056.31,Loyal but slipping - reactivate
C01039,2026-03-24,2024-06-04,21,113476.7,7,665,33.25,33.25,0.21,4,3,5,12,5403.65,"Big spender, low frequency - upsell events"
C02281,2026-03-31,2024-06-15,20,113410.22,0,654,34.421052631578945,34.421052631578945,0.0,5,3,5,13,5670.51,"Big spender, low frequency - upsell events"
C02005,2026-01-31,2024-09-27,18,113406.81,59,550,32.35294117647059,32.35294117647059,1.82,1,2,5,8,6300.38,"Big spender, low frequency - upsell events"
C01173,2026-03-14,2024-04-28,23,113379.55,17,702,31.90909090909091,31.90909090909091,0.53,3,4,5,12,4929.55,"Big spender, low frequency - upsell events"
C00808,2026-01-25,2024-04-06,18,113015.18,65,724,42.588235294117645,42.588235294117645,1.53,1,2,5,8,6278.62,"Big spender, low frequency - upsell events"
C02214,2026-03-28,2024-05-04,30,112996.12999999999,3,696,24.0,24.0,0.12,5,5,5,15,3766.54,Champions - protect
C00716,2026-03-08,2024-05-13,22,112986.55,23,687,32.714285714285715,32.714285714285715,0.7,3,3,5,11,5135.75,"Big spender, low frequency - upsell events"
C02282,2026-03-19,2024-04-11,21,112967.54,12,719,35.95,35.95,0.33,4,3,5,12,5379.41,"Big spender, low frequency - upsell events"
C01391,2026-03-26,2024-04-16,24,112956.4,5,714,31.043478260869566,31.043478260869566,0.16,5,4,5,14,4706.52,Champions - protect
C00281,2026-03-27,2024-06-09,30,112914.95,4,660,22.75862068965517,22.75862068965517,0.18,5,5,5,15,3763.83,Champions - protect
C01487,2026-01-22,2024-04-25,27,112769.82,68,705,27.115384615384617,27.115384615384617,2.51,1,5,5,11,4176.66,"High value, overdue - call them"
C01710,2026-02-10,2024-08-28,21,112720.28,49,580,29.0,29.0,1.69,2,3,5,10,5367.63,"Big spender, low frequency - upsell events"
C02320,2026-03-29,2024-04-20,18,112677.9,2,710,41.76470588235294,41.76470588235294,0.05,5,2,5,12,6259.88,New - convert to second purchase
C00212,2026-03-29,2024-04-13,25,112664.33,2,717,29.875,29.875,0.07,5,4,5,14,4506.57,Champions - protect
C01534,2026-03-17,2024-04-21,28,112609.33,14,709,26.25925925925926,26.25925925925926,0.53,4,5,5,14,4021.76,Champions - protect
C02394,2026-02-28,2024-04-12,27,112569.09999999999,31,718,27.615384615384617,27.615384615384617,1.12,3,5,5,13,4169.23,"Big spender, low frequency - upsell events"
C01430,2026-03-15,2024-05-27,28,112496.59,16,673,24.925925925925927,24.925925925925927,0.64,4,5,5,14,4017.74,Champions - protect
C02217,2026-03-29,2024-04-09,32,112457.92,2,721,23.258064516129032,23.258064516129032,0.09,5,5,5,15,3514.31,Champions - protect
C01980,2026-03-22,2024-04-14,30,112227.66,9,716,24.689655172413794,24.689655172413794,0.36,4,5,5,14,3740.92,Champions - protect
C00719,2026-02-22,2024-04-20,26,112159.45999999999,37,710,28.4,28.4,1.3,2,5,5,12,4313.83,Loyal but slipping - reactivate
C01950,2026-03-19,2024-05-16,26,112091.81000000001,12,684,27.36,27.36,0.44,4,5,5,14,4311.22,Champions - protect
C01334,2026-02-08,2024-06-15,27,112029.84999999999,51,654,25.153846153846153,25.153846153846153,2.03,2,5,5,12,4149.25,"High value, overdue - call them"
C01851,2026-02-20,2024-04-24,22,111560.86,39,706,33.61904761904762,33.61904761904762,1.16,2,3,5,10,5070.95,"Big spender, low frequency - upsell events"
C01467,2026-03-14,2024-04-24,19,111467.18,17,706,39.22222222222222,39.22222222222222,0.43,3,2,5,10,5866.69,"Big spender, low frequency - upsell events"
C01922,2026-03-06,2024-04-12,28,111451.37,25,718,26.59259259259259,26.59259259259259,0.94,3,5,5,13,3980.41,"Big spender, low frequency - upsell events"
C02103,2025-12-31,2024-05-03,25,111152.67,90,697,29.041666666666668,29.041666666666668,3.1,1,5,5,11,4446.11,"High value, overdue - call them"
C00805,2025-11-28,2024-04-25,19,110982.57,123,705,39.166666666666664,39.166666666666664,3.14,1,2,5,8,5841.19,"High value, overdue - call them"
C02091,2026-03-22,2024-04-03,32,110934.9,9,727,23.451612903225808,23.451612903225808,0.38,4,5,5,14,3466.72,Champions - protect
C00223,2026-03-23,2024-04-11,21,110894.94,8,719,35.95,35.95,0.22,4,3,5,12,5280.71,"Big spender, low frequency - upsell events"
C02391,2026-03-28,2024-04-28,23,110849.72,3,702,31.90909090909091,31.90909090909091,0.09,5,4,5,14,4819.55,Champions - protect
C01600,2026-02-24,2024-04-20,30,110647.82,35,710,24.482758620689655,24.482758620689655,1.43,2,5,5,12,3688.26,Loyal but slipping - reactivate
C01694,2026-03-28,2024-04-14,22,110608.56999999999,3,716,34.095238095238095,34.095238095238095,0.09,5,3,5,13,5027.66,"Big spender, low frequency - upsell events"
C00026,2026-03-29,2024-05-05,24,110538.08,2,695,30.217391304347824,30.217391304347824,0.07,5,4,5,14,4605.75,Champions - protect
C02488,2026-03-21,2024-09-14,15,110438.47,10,563,40.214285714285715,40.214285714285715,0.25,4,1,5,10,7362.56,New - convert to second purchase
C00341,2026-02-28,2024-04-01,33,110367.86,31,729,22.78125,22.78125,1.36,2,5,5,12,3344.48,Loyal but slipping - reactivate
C02181,2026-03-13,2024-05-29,21,110278.88,18,671,33.55,33.55,0.54,3,3,5,11,5251.38,"Big spender, low frequency - upsell events"
C00355,2026-03-28,2024-05-12,24,110243.38,3,688,29.91304347826087,29.91304347826087,0.1,5,4,5,14,4593.47,Champions - protect
C02595,2026-03-08,2024-05-13,23,110240.73999999999,23,687,31.227272727272727,31.227272727272727,0.74,3,4,5,12,4793.08,"Big spender, low frequency - upsell events"
C02577,2026-03-06,2024-04-20,29,110201.82,25,710,25.357142857142858,25.357142857142858,0.99,3,5,5,13,3800.06,"Big spender, low frequency - upsell events"
C00082,2026-03-27,2024-04-21,20,110087.01999999999,4,709,37.31578947368421,37.31578947368421,0.11,5,2,5,12,5504.35,New - convert to second purchase
C00899,2026-03-28,2024-06-20,27,109976.16,3,649,24.96153846153846,24.96153846153846,0.12,5,5,5,15,4073.19,Champions - protect
C01775,2026-03-04,2024-04-26,23,109930.14,27,704,32.0,32.0,0.84,3,4,5,12,4779.57,"Big spender, low frequency - upsell events"
C02132,2026-03-23,2024-04-21,29,109885.58,8,709,25.321428571428573,25.321428571428573,0.32,4,5,5,14,3789.16,Champions - protect
C01696,2026-03-06,2024-04-10,31,109812.81,25,720,24.0,24.0,1.04,3,5,5,13,3542.35,"Big spender, low frequency - upsell events"
C00880,2026-02-05,2024-04-26,25,109706.89,54,704,29.333333333333332,29.333333333333332,1.84,2,4,5,11,4388.28,Loyal but slipping - reactivate
C01768,2026-03-28,2024-05-10,21,109690.6,3,690,34.5,34.5,0.09,5,3,5,13,5223.36,"Big spender, low frequency - upsell events"
C02283,2026-03-02,2024-04-05,26,109435.13,29,725,29.0,29.0,1.0,3,5,5,13,4209.04,"Big spender, low frequency - upsell events"
C00812,2026-03-22,2024-04-06,25,109390.22,9,724,30.166666666666668,30.166666666666668,0.3,4,4,5,13,4375.61,Champions - protect
C01650,2026-03-30,2024-04-05,24,109264.39,1,725,31.52173913043478,31.52173913043478,0.03,5,4,5,14,4552.68,Champions - protect
C00670,2026-03-30,2024-05-16,29,109256.56,1,684,24.428571428571427,24.428571428571427,0.04,5,5,5,15,3767.47,Champions - protect
C00021,2026-03-27,2024-04-02,21,109078.3,4,728,36.4,36.4,0.11,5,3,5,13,5194.2,"Big spender, low frequency - upsell events"
C02420,2026-03-07,2024-04-07,36,109073.81999999999,24,723,20.65714285714286,20.65714285714286,1.16,3,5,5,13,3029.83,"Big spender, low frequency - upsell events"
C02048,2026-02-19,2024-04-01,29,109030.39,40,729,26.035714285714285,26.035714285714285,1.54,2,5,5,12,3759.67,Loyal but slipping - reactivate
C00861,2026-03-17,2024-04-03,28,108999.78,14,727,26.925925925925927,26.925925925925927,0.52,4,5,5,14,3892.85,Champions - protect
C00503,2026-02-17,2024-05-04,20,108949.95,42,696,36.63157894736842,36.63157894736842,1.15,2,2,5,9,5447.5,"Big spender, low frequency - upsell events"
C01997,2026-03-10,2024-04-13,26,108912.54000000001,21,717,28.68,28.68,0.73,3,5,5,13,4188.94,"Big spender, low frequency - upsell events"
C01397,2026-03-12,2024-04-04,24,108898.15,19,726,31.565217391304348,31.565217391304348,0.6,3,4,5,12,4537.42,"Big spender, low frequency - upsell events"
C00010,2026-02-07,2024-06-06,23,108856.65,52,663,30.136363636363637,30.136363636363637,1.73,2,4,5,11,4732.9,Loyal but slipping - reactivate
C01789,2026-03-16,2024-04-18,29,108830.16,15,712,25.428571428571427,25.428571428571427,0.59,4,5,5,14,3752.76,Champions - protect
C00626,2026-01-18,2024-05-11,27,108767.52,72,689,26.5,26.5,2.72,1,5,5,11,4028.43,"High value, overdue - call them"
C01525,2026-03-23,2024-04-14,24,108707.72,8,716,31.130434782608695,31.130434782608695,0.26,4,4,5,13,4529.49,Champions - protect
C02106,2026-03-30,2024-05-14,28,108502.33,1,686,25.40740740740741,25.40740740740741,0.04,5,5,5,15,3875.08,Champions - protect
C00268,2026-03-29,2024-04-23,29,108299.12,2,707,25.25,25.25,0.08,5,5,5,15,3734.45,Champions - protect
C02339,2026-03-29,2024-08-08,28,108149.31,2,600,22.22222222222222,22.22222222222222,0.09,5,5,5,15,3862.48,Champions - protect
C01470,2026-03-23,2024-05-16,28,108032.8,8,684,25.333333333333332,25.333333333333332,0.32,4,5,5,14,3858.31,Champions - protect
C00929,2026-02-14,2024-04-13,22,107916.43,45,717,34.142857142857146,34.142857142857146,1.32,2,3,5,10,4905.29,"Big spender, low frequency - upsell events"
C02356,2026-03-12,2024-04-11,24,107805.47,19,719,31.26086956521739,31.26086956521739,0.61,3,4,5,12,4491.89,"Big spender, low frequency - upsell events"
C01049,2026-02-28,2024-08-08,21,107450.77,31,600,30.0,30.0,1.03,2,3,5,10,5116.7,"Big spender, low frequency - upsell events"
C01627,2026-03-30,2024-06-03,20,107424.27,1,666,35.05263157894737,35.05263157894737,0.03,5,2,5,12,5371.21,New - convert to second purchase
C01494,2026-03-11,2024-04-08,26,107349.04,20,722,28.88,28.88,0.69,3,5,5,13,4128.81,"Big spender, low frequency - upsell events"
C02473,2026-03-17,2024-04-01,34,107298.72,14,729,22.09090909090909,22.09090909090909,0.63,4,5,5,14,3155.84,Champions - protect
C01596,2026-03-31,2024-04-13,19,107269.42,0,717,39.833333333333336,39.833333333333336,0.0,5,2,5,12,5645.76,New - convert to second purchase
C02212,2026-02-12,2024-04-25,30,107248.91,47,705,24.310344827586206,24.310344827586206,1.93,2,5,5,12,3574.96,Loyal but slipping - reactivate
C01320,2026-02-14,2024-05-18,26,107108.89,45,682,27.28,27.28,1.65,2,5,5,12,4119.57,Loyal but slipping - reactivate
C01292,2026-03-23,2024-04-09,29,107097.68000000001,8,721,25.75,25.75,0.31,4,5,5,14,3693.02,Champions - protect
C01222,2026-01-22,2024-04-05,25,107021.91,68,725,30.208333333333332,30.208333333333332,2.25,1,4,5,10,4280.88,"High value, overdue - call them"
C00292,2026-03-13,2024-04-24,28,106835.79000000001,18,706,26.14814814814815,26.14814814814815,0.69,3,5,5,13,3815.56,"Big spender, low frequency - upsell events"
C01668,2026-01-24,2024-05-19,19,106789.87,66,681,37.833333333333336,37.833333333333336,1.74,1,2,5,8,5620.52,"Big spender, low frequency - upsell events"
C00143,2026-01-24,2024-06-02,26,106738.04000000001,66,667,26.68,26.68,2.47,1,5,5,11,4105.31,"High value, overdue - call them"
C02563,2026-03-27,2024-04-10,28,106653.01999999999,4,720,26.666666666666668,26.666666666666668,0.15,5,5,5,15,3809.04,Champions - protect
C00449,2026-03-21,2024-05-11,23,106578.8,10,689,31.318181818181817,31.318181818181817,0.32,4,4,5,13,4633.86,Champions - protect
C01512,2026-02-22,2024-07-09,28,106501.73000000001,37,630,23.333333333333332,23.333333333333332,1.59,2,5,5,12,3803.63,Loyal but slipping - reactivate
C00630,2026-03-24,2024-04-10,24,106490.59,7,720,31.304347826086957,31.304347826086957,0.22,4,4,5,13,4437.11,Champions - protect
C02249,2026-03-10,2024-05-26,24,106457.85,21,674,29.304347826086957,29.304347826086957,0.72,3,4,5,12,4435.74,"Big spender, low frequency - upsell events"
C01836,2026-03-08,2024-05-29,22,106386.07,23,671,31.952380952380953,31.952380952380953,0.72,3,3,5,11,4835.73,"Big spender, low frequency - upsell events"
C00433,2026-03-17,2024-05-02,33,106159.06,14,698,21.8125,21.8125,0.64,4,5,5,14,3216.94,Champions - protect
C02353,2026-03-14,2024-04-11,23,106149.9,17,719,32.68181818181818,32.68181818181818,0.52,4,4,5,13,4615.21,Champions - protect
C01899,2026-03-13,2024-04-06,24,106108.48999999999,18,724,31.47826086956522,31.47826086956522,0.57,3,4,5,12,4421.19,"Big spender, low frequency - upsell events"
C02393,2026-03-24,2024-04-19,30,106063.04,7,711,24.517241379310345,24.517241379310345,0.29,5,5,5,15,3535.43,Champions - protect
C00729,2026-02-25,2024-04-09,23,106062.7,34,721,32.77272727272727,32.77272727272727,1.04,2,4,5,11,4611.42,Loyal but slipping - reactivate
C02154,2026-01-29,2024-04-05,23,106051.36,61,725,32.95454545454545,32.95454545454545,1.85,1,4,5,10,4610.93,Loyal but slipping - reactivate
C01390,2026-03-05,2024-04-30,21,106011.61,26,700,35.0,35.0,0.74,3,3,5,11,5048.17,"Big spender, low frequency - upsell events"
C01009,2026-03-29,2024-04-10,17,105956.7,2,720,45.0,45.0,0.04,5,1,5,11,6232.75,New - convert to second purchase
C00009,2026-03-01,2024-04-21,21,105932.19,30,709,35.45,35.45,0.85,3,3,5,11,5044.39,"Big spender, low frequency - upsell events"
C00666,2026-03-15,2024-04-25,26,105867.67,16,705,28.2,28.2,0.57,4,5,5,14,4071.83,Champions - protect
C00329,2026-03-31,2024-04-17,29,105629.86,0,713,25.464285714285715,25.464285714285715,0.0,5,5,5,15,3642.41,Champions - protect
C00605,2025-12-09,2024-05-02,19,105591.0,112,698,38.77777777777778,38.77777777777778,2.89,1,2,5,8,5557.42,"High value, overdue - call them"
C01610,2026-03-03,2024-04-07,20,105575.4,28,723,38.05263157894737,38.05263157894737,0.74,3,2,5,10,5278.77,"Big spender, low frequency - upsell events"
C01168,2026-01-23,2024-06-29,17,105415.78,67,640,40.0,40.0,1.68,1,1,5,7,6200.93,"Big spender, low frequency - upsell events"
C02071,2026-03-09,2024-04-21,22,105399.53,22,709,33.76190476190476,33.76190476190476,0.65,3,4,5,12,4790.89,"Big spender, low frequency - upsell events"
C02146,2026-03-26,2024-04-05,20,105393.45,5,725,38.1578947368421,38.1578947368421,0.13,5,3,5,13,5269.67,"Big spender, low frequency - upsell events"
C00683,2026-03-12,2024-05-18,27,105336.29000000001,19,682,26.23076923076923,26.23076923076923,0.72,3,5,5,13,3901.34,"Big spender, low frequency - upsell events"
C00955,2026-03-01,2024-07-11,27,105311.25,30,628,24.153846153846153,24.153846153846153,1.24,3,5,5,13,3900.42,"Big spender, low frequency - upsell events"
C00415,2026-03-29,2024-05-09,23,105193.41,2,691,31.40909090909091,31.40909090909091,0.06,5,4,5,14,4573.63,Champions - protect
C00691,2026-03-14,2024-05-24,24,105152.85,17,676,29.391304347826086,29.391304347826086,0.58,3,4,5,12,4381.37,"Big spender, low frequency - upsell events"
C01956,2026-03-28,2024-04-20,25,105017.83,3,710,29.583333333333332,29.583333333333332,0.1,5,5,5,15,4200.71,Champions - protect
C01226,2026-03-12,2024-04-21,33,105003.05,19,709,22.15625,22.15625,0.86,3,5,5,13,3181.91,"Big spender, low frequency - upsell events"
C01457,2026-01-03,2024-04-20,21,104911.26,87,710,35.5,35.5,2.45,1,3,5,9,4995.77,"High value, overdue - call them"
C00233,2026-01-30,2024-04-10,19,104853.54,60,720,40.0,40.0,1.5,1,2,5,8,5518.61,"Big spender, low frequency - upsell events"
C00772,2026-02-27,2024-04-25,32,104812.49,32,705,22.741935483870968,22.741935483870968,1.41,2,5,5,12,3275.39,Loyal but slipping - reactivate
C01424,2026-03-29,2024-04-12,20,104711.17,2,718,37.78947368421053,37.78947368421053,0.05,5,2,5,12,5235.56,New - convert to second purchase
C00996,2026-03-11,2024-04-01,19,104700.73,20,729,40.5,40.5,0.49,3,2,5,10,5510.56,"Big spender, low frequency - upsell events"
C00050,2026-03-23,2024-08-10,27,104659.11,8,598,23.0,23.0,0.35,4,5,5,14,3876.26,Champions - protect
C00685,2026-02-18,2024-06-25,28,104598.93,41,644,23.85185185185185,23.85185185185185,1.72,2,5,5,12,3735.68,Loyal but slipping - reactivate
C00071,2025-12-30,2024-05-13,30,104535.84,91,687,23.689655172413794,23.689655172413794,3.84,1,5,5,11,3484.53,"High value, overdue - call them"
C01928,2026-03-24,2024-04-27,22,104526.88,7,703,33.476190476190474,33.476190476190474,0.21,5,3,5,13,4751.22,"Big spender, low frequency - upsell events"
C00822,2026-03-17,2024-04-03,24,104442.25,14,727,31.608695652173914,31.608695652173914,0.44,4,4,5,13,4351.76,Champions - protect
C00255,2026-02-24,2024-04-14,34,104415.88,35,716,21.696969696969695,21.696969696969695,1.61,2,5,5,12,3071.06,Loyal but slipping - reactivate
C01971,2026-02-28,2024-04-05,21,104342.75,31,725,36.25,36.25,0.86,3,3,5,11,4968.7,"Big spender, low frequency - upsell events"
C01433,2025-11-18,2024-04-10,24,104299.84000000001,133,720,31.304347826086957,31.304347826086957,4.25,1,4,5,10,4345.83,"High value, overdue - call them"
C02313,2026-03-08,2024-06-22,20,104265.33,23,647,34.05263157894737,34.05263157894737,0.68,3,3,5,11,5213.27,"Big spender, low frequency - upsell events"
C00362,2026-03-26,2024-04-10,22,104255.84,5,720,34.285714285714285,34.285714285714285,0.15,5,3,5,13,4738.9,"Big spender, low frequency - upsell events"
C00901,2026-03-07,2024-04-27,29,104216.05,24,703,25.107142857142858,25.107142857142858,0.96,3,5,5,13,3593.66,"Big spender, low frequency - upsell events"
C00243,2026-02-15,2024-05-15,19,104180.08,44,685,38.05555555555556,38.05555555555556,1.16,2,2,5,9,5483.16,"Big spender, low frequency - upsell events"
C00593,2026-02-25,2024-04-26,27,104121.04000000001,34,704,27.076923076923077,27.076923076923077,1.26,2,5,5,12,3856.33,Loyal but slipping - reactivate
C01658,2026-02-22,2024-05-27,21,103969.38,37,673,33.65,33.65,1.1,2,3,5,10,4950.92,"Big spender, low frequency - upsell events"
C01973,2026-02-22,2024-04-20,29,103953.84,37,710,25.357142857142858,25.357142857142858,1.46,2,5,5,12,3584.62,Loyal but slipping - reactivate
